label	observed	mean_expected	enrichment	p_value	system
GWAS: Systemic sclerosis (anti-topoisomerase-positive)	1	0.0593	16.863406408094434	0.0578942105789421	other
GWAS: Asparaginase-induced acute pancreatitis in acute lymphoblastic leukemia (onset time)	3	0.9309	3.222687721559781	0.0644935506449355	other
GWAS: White blood cell count (monocyte)	1	0.067	14.925373134328357	0.0652934706529347	immune
GWAS: Lipid traits	2	0.4113	4.862630683199611	0.0653934606539346	metabolic
GWAS: P wave terminal force	1	0.0712	14.04494382022472	0.0688931106889311	cardiovascular
GWAS: Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)	2	0.4324	4.6253469010175765	0.06999300069993	cardiovascular
GWAS: Periodontitis (DPAL)	2	0.4438	4.506534474988734	0.072992700729927	immune
GWAS: Response to taxane treatment (placlitaxel)	1	0.076	13.157894736842106	0.0732926707329267	other
GWAS: Helicobacter pylori serologic status	1	0.0756	13.227513227513228	0.0737926207379262	immune
GWAS: Selective IgA deficiency	3	0.9781	3.0671710459053267	0.0745925407459254	immune
GWAS: Mean arterial pressure	4	1.5921	2.512404999685949	0.075992400759924	cardiovascular
GWAS: Myasthenia gravis	1	0.0798	12.531328320802006	0.0766923307669233	skeletal muscle
GWAS: Response to treatment for acute lymphoblastic leukemia	3	1.0	3.0	0.0774922507749225	other
GWAS: Lipid metabolism phenotypes	1	0.0815	12.269938650306749	0.0785921407859214	metabolic
GWAS: Pulse pressure x alcohol consumption interaction (2df test)	3	1.0034	2.989834562487542	0.0815918408159184	cardiovascular
GWAS: Cerebrospinal AB1-42 levels in normal cognition	3	1.0557	2.8417163967036085	0.0882911708829117	nervous
GWAS: Plasma omega-3 polyunsaturated fatty acid levels (docosapentaenoic acid)	1	0.0929	10.764262648008613	0.0893910608939106	other
GWAS: Urate levels (BMI interaction)	2	0.5021	3.983270264887473	0.0923907609239076	metabolic
GWAS: Palmitic acid (16:0) levels	2	0.5112	3.912363067292645	0.092990700929907	other
GWAS: Asthma (bronchodilator response)	1	0.1043	9.587727708533077	0.0987901209879012	respiratory
GWAS: Alcohol use disorder (consumption score)	1	0.1045	9.569377990430622	0.0993900609939006	behavior
GWAS: Upper eyelid sagging severity	3	1.0993	2.729009369598836	0.1003899610038996	integumentary
GWAS: Sjogren's syndrome	3	1.0933	2.743986097137108	0.1003899610038996	immune
GWAS: Mean arterial pressure x alcohol consumption interaction (2df test)	3	1.0871	2.759635728083893	0.1013898610138986	cardiovascular
GWAS: Granulocyte percentage of myeloid white cells	4	1.7725	2.2566995768688294	0.1033896610338966	immune
GWAS: Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test)	2	0.5291	3.78000378000378	0.1042895710428957	cardiovascular
GWAS: Pancreatic ductal adenocarcinoma	1	0.1106	9.041591320072332	0.1043895610438956	endocrine
GWAS: Coronary atherosclerosis (increased number of diseased vessels) (traffic exposure interaction)	1	0.1112	8.992805755395684	0.1047895210478952	cardiovascular
GWAS: Sex hormone-binding globulin levels	1	0.1106	9.041591320072332	0.1054894510548945	endocrine
GWAS: Alcohol use disorder (total score)	1	0.113	8.849557522123893	0.1068893110688931	behavior
GWAS: Waist-to-hip ratio adjusted for body mass index	5	2.5133	1.9894163052560376	0.1108889111088891	skeletal
GWAS: Preterm birth (maternal effect)	1	0.1186	8.431703204047217	0.111988801119888	reproductive
GWAS: Emphysema distribution in smoking	1	0.1204	8.305647840531561	0.1121887811218878	respiratory
GWAS: Age at first birth	2	0.5733	3.4885749171463454	0.1148885111488851	reproductive
GWAS: Carotid atherosclerosis in HIV infection	2	0.5824	3.434065934065934	0.1156884311568843	cardiovascular
GWAS: GIP levels in response to oral glucose tolerance test (120 minutes)	1	0.1257	7.955449482895784	0.1198880111988801	metabolic
GWAS: C-reactive protein	1	0.1281	7.8064012490242	0.1201879812018798	immune
GWAS: Spontaneous preterm birth (preterm birth)	1	0.1372	7.28862973760933	0.1272872712728727	reproductive
GWAS: Breast cancer (estrogen-receptor negative)	2	0.6444	3.103662321539417	0.1340865913408659	reproductive
GWAS: Palmitoleic acid (16:1n-7) levels	1	0.1459	6.854009595613434	0.1351864813518648	other
GWAS: Nonalcoholic fatty liver disease	1	0.1452	6.887052341597796	0.1353864613538646	digestive
GWAS: Cardiovascular disease risk factors	1	0.1451	6.891798759476223	0.135986401359864	cardiovascular
GWAS: Diastolic blood pressure night-to-day ratio in hypertension	1	0.1451	6.891798759476223	0.1365863413658634	cardiovascular
GWAS: Response to hepatitis B vaccine	1	0.1476	6.775067750677507	0.136986301369863	other
GWAS: Alzheimer's disease (age of onset)	1	0.1475	6.779661016949153	0.1377862213778622	nervous
GWAS: Attention deficit hyperactivity disorder and conduct disorder	2	0.6611	3.025260928755105	0.1388861113888611	behavior
GWAS: Pediatric autoimmune diseases	2	0.641	3.1201248049922	0.1402859714028597	immune
GWAS: Red blood cell density in sickle cell anemia	1	0.1514	6.605019815059445	0.1405859414058594	hematologic
GWAS: Vitiligo	4	1.9926	2.007427481682224	0.1417858214178582	integumentary
GWAS: Alcohol consumption	3	1.3167	2.2784233310549102	0.1427857214278572	behavior
GWAS: Birdshot chorioretinopathy	1	0.1529	6.540222367560497	0.1427857214278572	immune
GWAS: Fasting blood insulin (BMI interaction)	2	0.6608	3.0266343825665856	0.1457854214578542	metabolic
GWAS: Sexual dimorphism in anthropometric traits	1	0.1583	6.317119393556538	0.1458854114588541	skeletal
GWAS: Coffee consumption (cups per day)	1	0.1584	6.313131313131312	0.1461853814618538	behavior
GWAS: Hearing function	1	0.1598	6.25782227784731	0.1475852414758524	nervous
GWAS: Serum sulfate level	1	0.164	6.097560975609756	0.1510848915108489	other
GWAS: Suicide risk	1	0.1638	6.105006105006105	0.1521847815218478	behavior
GWAS: Crohn's disease (time to surgery)	1	0.1688	5.924170616113744	0.1571842815718428	immune
GWAS: Urinary metabolite concentrations in chronic kidney disease	2	0.7026	2.846569883290635	0.1607839216078392	metabolic
GWAS: Dermatomyositis	1	0.1824	5.482456140350877	0.1662833716628337	integumentary
GWAS: Adverse response to chemotherapy (neutropenia/leucopenia) (gemcitabine)	1	0.1862	5.370569280343716	0.1698830116988301	other
GWAS: Brain imaging in schizophrenia (dorsolateral prefrontal cortex interaction)	1	0.1873	5.339028296849974	0.1721827817218278	nervous
GWAS: IgE grass sensitization	1	0.1924	5.197505197505198	0.1745825417458254	immune
GWAS: Weight loss (gastric bypass surgery)	1	0.1924	5.197505197505198	0.1746825317468253	skeletal
GWAS: Response to antidepressants	1	0.1942	5.149330587023687	0.176982301769823	other
GWAS: Renal underexcretion gout	1	0.1984	5.040322580645161	0.1791820817918208	urinary
GWAS: Renal overload gout	1	0.1984	5.040322580645161	0.1791820817918208	urinary
GWAS: Sphingolipid levels	1	0.1975	5.063291139240506	0.1796820317968203	metabolic
GWAS: Serum 25-Hydroxyvitamin D levels	1	0.2005	4.987531172069825	0.1812818718128187	other
GWAS: Wegener's granulomatosis	1	0.2024	4.940711462450593	0.1842815718428157	cardiovascular
GWAS: Systolic blood pressure x alcohol consumption interaction (2df test)	4	2.2153	1.8056245203809864	0.1878812118788121	cardiovascular
GWAS: Neonatal lupus	1	0.2124	4.708097928436912	0.1904809519048095	immune
GWAS: Asthma exacerbations in inhaled corticosteroid treatment	2	0.7968	2.5100401606425704	0.1911808819118088	respiratory
GWAS: Adverse response to chemotherapy (neutropenia/leucopenia) (all antimicrotubule drugs)	2	0.8031	2.490349894160129	0.1914808519148085	other
GWAS: Bone mineral density	4	2.2265	1.7965416573096789	0.1916808319168083	skeletal
GWAS: Staphylococcus aureus nasal carriage (persistent)	1	0.2161	4.627487274409996	0.1937806219378062	immune
GWAS: Chronic lymphocytic leukemia	2	0.7996	2.5012506253126565	0.1940805919408059	lymphatic
GWAS: Allergic rhinitis	4	2.2795	1.7547707830664618	0.195980401959804	immune
GWAS: Resistin levels	1	0.2215	4.514672686230249	0.1988801119888011	other
GWAS: Hair shape	1	0.2244	4.456327985739751	0.1995800419958004	integumentary
GWAS: Glaucoma (primary angle closure)	1	0.2255	4.434589800443459	0.2013798620137986	nervous
GWAS: Progranulin levels	1	0.2271	4.403346543372964	0.2016798320167983	nervous
GWAS: Response to fenofibrate (triglyceride levels)	3	1.5406	1.9472932623653123	0.2032796720327967	other
GWAS: Response to quetiapine in schizophrenia	1	0.2269	4.407227853680036	0.2037796220377962	other
GWAS: Response to antineoplastic agents	1	0.2304	4.340277777777778	0.2041795820417958	other
GWAS: Breast Cancer in BRCA1 mutation carriers	1	0.2269	4.407227853680036	0.2044795520447955	reproductive
GWAS: Mean platelet volume	8	5.6433	1.4176102634983077	0.206979302069793	hematologic
GWAS: Metabolite levels (lipoprotein measures)	1	0.2301	4.34593654932638	0.2071792820717928	metabolic
GWAS: Aspartate aminotransferase levels	2	0.8431	2.3721978412999647	0.2072792720727927	other
GWAS: Bone mineral density (Ward's triangle area)	3	1.5781	1.9010202141816108	0.2104789521047895	skeletal
GWAS: Tooth agenesis	1	0.2395	4.175365344467641	0.2157784221577842	skeletal
GWAS: Acne (severe)	4	2.3808	1.6801075268817205	0.2170782921707829	integumentary
GWAS: Extremely high intelligence	3	1.6165	1.8558614290133	0.2173782621737826	other
GWAS: Hair color	2	0.8648	2.3126734505087883	0.2175782421757824	integumentary
GWAS: Kidney function decline traits	1	0.2471	4.046944556859572	0.2177782221777822	urinary
GWAS: Weight	1	0.2485	4.024144869215292	0.2184781521847815	skeletal
GWAS: Advanced age-related macular degeneration	3	1.6105	1.8627755355479665	0.2210778922107789	nervous
GWAS: Response to anti-retroviral therapy (ddI/d4T) in HIV-1 (Grade 3 peripheral neuropathy)	1	0.2465	4.056795131845842	0.2211778822117788	other
GWAS: Initial pursuit acceleration in psychotic disorders	1	0.2542	3.933910306845004	0.2225777422257774	nervous
GWAS: Soluble interleukin-2 receptor subunit alpha	1	0.2564	3.900156006240249	0.2236776322367763	immune
GWAS: Response to selective serotonin reuptake inhibitors and depression	1	0.2563	3.901677721420211	0.2248775122487751	other
GWAS: Autism spectrum disorder or schizophrenia	9	6.6628	1.3507834544035542	0.2268773122687731	behavior
GWAS: Ulcerative colitis	6	4.1024	1.4625585023400935	0.22997700229977	digestive
GWAS: Nonsyndromic cleft lip with or without cleft palate	1	0.2588	3.863987635239568	0.2312768723127687	other
GWAS: Bone mineral density (spine)	2	0.907	2.2050716648291067	0.2313768623137686	skeletal
GWAS: Systolic blood pressure change trajectories	1	0.2679	3.732736095558044	0.2345765423457654	cardiovascular
GWAS: Multiple myeloma and monoclonal gammopathy	1	0.2659	3.76081233546446	0.2345765423457654	immune
GWAS: Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	2	0.9145	2.186987424822308	0.2375762423757624	immune
GWAS: Cerebrospinal fluid t-tau levels	1	0.2729	3.664345914254306	0.2384761523847615	nervous
GWAS: Response to n-3 LC-PUFA supplementation (change in triglyceride levels)	2	0.9403	2.126980750824205	0.2417758224177582	other
GWAS: Metabolite levels (small molecules and protein measures)	1	0.277	3.610108303249097	0.242975702429757	metabolic
GWAS: Ossification of the posterior longitudinal ligament of the spine	1	0.2807	3.562522265764161	0.2453754624537546	skeletal
GWAS: Obsessive-compulsive symptoms	2	0.9512	2.1026072329688814	0.2472752724727527	behavior
GWAS: Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	1	0.282	3.546099290780142	0.2483751624837516	endocrine
GWAS: Social communication problems	2	0.9649	2.0727536532283137	0.2498750124987501	behavior
GWAS: Dialysis-related mortality	2	0.9696	2.0627062706270625	0.2506749325067493	other
GWAS: N-glycan levels	1	0.2929	3.4141345168999657	0.2543745625437456	endocrine
GWAS: Endometrial cancer (endometrioid histology)	2	0.9775	2.0460358056265986	0.2545745425457454	reproductive
GWAS: Disease progression in age-related macular degeneration	4	2.5905	1.5441034549314805	0.2581741825817418	nervous
GWAS: Infant length	1	0.299	3.3444816053511706	0.258974102589741	skeletal
GWAS: Response to fenofibrate (LDL cholesterol levels)	1	0.3034	3.2959789057350037	0.2590740925907409	other
GWAS: Differentiated thyroid cancer	2	0.9828	2.035002035002035	0.2607739226077392	endocrine
GWAS: Papillary thyroid cancer	2	0.9828	2.035002035002035	0.2607739226077392	endocrine
GWAS: Heschl's gyrus morphology	2	0.9937	2.0126798832645667	0.2627737226277372	nervous
GWAS: Bone mineral density (paediatric, skull)	1	0.3069	3.258390355164549	0.2641735826417358	skeletal
GWAS: Plasma amyloid beta peptide concentrations (ABx-42)	1	0.3102	3.2237266279819474	0.2660733926607339	nervous
GWAS: Lung cancer (smoking interaction)	1	0.3124	3.201024327784891	0.2675732426757324	respiratory
GWAS: Liver enzyme levels (gamma-glutamyl transferase)	2	1.0227	1.955607705094358	0.2702729727027297	other
GWAS: Hair morphology	1	0.3168	3.156565656565656	0.2706729327067293	integumentary
GWAS: Chronic myeloid leukemia	1	0.3151	3.17359568390987	0.2707729227077292	lymphatic
GWAS: Gallstone disease	1	0.3159	3.1655587211142766	0.2713728627137286	digestive
GWAS: vWF and FVIII levels	1	0.3184	3.1407035175879394	0.2717728227177282	hematologic
GWAS: Inflammatory bowel disease	9	7.0306	1.2801183398287486	0.2718728127187281	digestive
GWAS: Cholesterol, total	2	1.0172	1.966181675186787	0.2723727627237276	metabolic
GWAS: Lactate dehydrogenase levels	1	0.3235	3.091190108191653	0.2734726527347265	metabolic
GWAS: Allergic disease (asthma, hay fever or eczema)	5	3.5124	1.4235280719735792	0.2751724827517248	immune
GWAS: Seborrheic dermatitis	1	0.3222	3.103662321539417	0.2755724427557244	integumentary
GWAS: Decline in glucose metabolism in posterior cingulate cortex	1	0.3276	3.0525030525030523	0.2768723127687231	nervous
GWAS: Cerebrospinal fluid beta-site APP cleaving enzyme levels	2	1.039	1.9249278152069296	0.2770722927707229	nervous
GWAS: Osteoarthritis	1	0.3289	3.0404378230465183	0.2778722127787221	skeletal
GWAS: Triglycerides	3	1.8354	1.634521085322001	0.2782721727827217	metabolic
GWAS: Cerebrospinal fluid t-tau levels in normal cognition	1	0.3356	2.9797377830750893	0.2845715428457154	nervous
GWAS: Primary biliary cholangitis	2	1.0638	1.880052641473961	0.2861713828617138	digestive
GWAS: Bone properties (heel)	1	0.3384	2.955082742316785	0.2862713728627137	skeletal
GWAS: Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab)	1	0.3392	2.94811320754717	0.2875712428757124	other
GWAS: Uric acid levels	2	1.0656	1.8768768768768769	0.2896710328967103	metabolic
GWAS: Phospholipid levels (plasma)	3	1.8783	1.5971889474524836	0.28997100289971	metabolic
GWAS: Hemoglobin A1c levels	1	0.3475	2.877697841726619	0.2917708229177082	hematologic
GWAS: Multiple sclerosis (severity)	1	0.3447	2.901073397156948	0.2943705629437056	nervous
GWAS: Response to cyclophosphamide in systemic lupus erythematosus with lupus nephritis	1	0.3479	2.874389192296637	0.2947705229477052	other
GWAS: Tanning	1	0.3506	2.852253280091272	0.294970502949705	integumentary
GWAS: Optic nerve measurement (cup area)	1	0.3519	2.841716396703609	0.2967703229677032	nervous
GWAS: Cerebrospinal fluid p-tau levels in mild cognitive impairment	1	0.3587	2.7878449958182325	0.2992700729927007	nervous
GWAS: Anxiety in major depressive disorder	1	0.3509	2.8498147620404675	0.2998700129987001	behavior
GWAS: Pyoderma gangrenosum in inflammatory bowel disease	1	0.3617	2.764722145424385	0.302969703029697	digestive
GWAS: Blood protein levels	23	20.3032	1.1328263524961582	0.3034696530346965	other
GWAS: C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	1	0.3627	2.7570995312930795	0.3040695930406959	immune
GWAS: Glomerular filtration rate in non diabetics (creatinine)	2	1.1262	1.775883502042266	0.3066693330666933	hematologic
GWAS: Coronary artery calcified atherosclerotic plaque score in type 2 diabetes	3	1.9256	1.557955961778147	0.3073692630736926	cardiovascular
GWAS: C-reactive protein levels or total cholesterol levels (pleiotropy)	1	0.3698	2.704164413196322	0.3091690830916908	immune
GWAS: Total ventricular volume	2	1.1217	1.7830079343853082	0.3097690230976902	cardiovascular
GWAS: Fibrinogen	1	0.3723	2.686005909213	0.311968803119688	hematologic
GWAS: Metabolic traits	1	0.3751	2.6659557451346307	0.3126687331266873	metabolic
GWAS: JT interval (sulfonylurea treatment interaction)	3	1.9633	1.5280395252890542	0.3127687231276872	cardiovascular
GWAS: Homocysteine levels	1	0.3707	2.697599136768277	0.3140685931406859	other
GWAS: Economic and political preferences (time)	1	0.3782	2.644103648863036	0.317968203179682	other
GWAS: Cerebrospinal fluid t-tau levels in Alzheimer's disease dementia	1	0.3868	2.585315408479835	0.3186681331866813	nervous
GWAS: Monocyte percentage of white cells	3	2.0046	1.4965579167913798	0.3225677432256774	immune
GWAS: Stroke (ischemic)	1	0.3891	2.5700334104343354	0.3247675232476752	cardiovascular
GWAS: Prothrombin time	1	0.3982	2.5113008538422905	0.3293670632936706	hematologic
GWAS: Left ventricular obstructive tract defect (maternal effect)	1	0.3988	2.507522567703109	0.3307669233076692	cardiovascular
GWAS: Anticoagulant levels	1	0.3997	2.5018764073054798	0.3312668733126687	hematologic
GWAS: Blood metabolite ratios	1	0.3997	2.5018764073054798	0.3314668533146685	metabolic
GWAS: Hematological and biochemical traits	1	0.4055	2.4660912453760786	0.3354664533546645	hematologic
GWAS: Prostate cancer	5	3.8413	1.3016426730533934	0.3363663633636636	reproductive
GWAS: Waist circumference adjusted for BMI in non-smokers	3	2.0363	1.473260325099445	0.3372662733726627	skeletal
GWAS: Methadone dose in opioid dependence	5	3.8252	1.3071211962773188	0.3380661933806619	other
GWAS: PR interval in Tripanosoma cruzi seropositivity	1	0.4172	2.396931927133269	0.3388661133886611	cardiovascular
GWAS: Fasting blood insulin	1	0.4144	2.413127413127413	0.341965803419658	metabolic
GWAS: Cancer (pleiotropy)	1	0.4157	2.405580947798893	0.3422657734226577	other
GWAS: BRCA1/2-negative high-risk breast cancer	2	1.2267	1.6303904785196055	0.3435656434356564	reproductive
GWAS: Bone ultrasound measurement (broadband ultrasound attenuation)	1	0.4232	2.3629489603024574	0.344965503449655	skeletal
GWAS: Glucocorticoid-induced osteonecrosis (age 10 years and older)	1	0.4215	2.372479240806643	0.3450654934506549	other
GWAS: White matter integrity	1	0.4229	2.3646252069047056	0.3475652434756524	nervous
GWAS: Lower body strength	1	0.4282	2.335357309668379	0.3490650934906509	skeletal muscle
GWAS: Angiotensin-converting enzyme inhibitor intolerance	3	2.0901	1.4353380221042056	0.3510648935106489	other
GWAS: Change in glucose in response to thiazide diuretic treatment in hypertension	1	0.4326	2.311604253351826	0.3532646735326467	other
GWAS: Electroencephalogram traits	1	0.4386	2.279981760145919	0.3535646435356464	nervous
GWAS: LDL cholesterol levels	1	0.4408	2.268602540834846	0.3591640835916408	metabolic
GWAS: Urinary albumin excretion (no hypertensive medication)	1	0.4392	2.276867030965392	0.3592640735926407	metabolic
GWAS: Fat distribution (HIV)	1	0.4522	2.21141088014153	0.3622637736226377	metabolic
GWAS: Worry too long after an embarrassing experience	1	0.448	2.232142857142857	0.3630636936306369	behavior
GWAS: Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes	1	0.4525	2.209944751381216	0.3667633236676332	metabolic
GWAS: Allergy	1	0.4562	2.1920210434020166	0.3677632236776322	immune
GWAS: Proteinuria and chronic kidney disease	1	0.4586	2.180549498473616	0.36996300369963	urinary
GWAS: Stearic acid (18:0) levels	1	0.4691	2.131741632914091	0.3730626937306269	other
GWAS: Diverticular disease	6	4.9707	1.207073450419458	0.3731626837316268	digestive
GWAS: Thyroid cancer	1	0.4678	2.1376656690893543	0.3745625437456254	endocrine
GWAS: PR interval	3	2.2026	1.3620266957232363	0.3761623837616238	cardiovascular
GWAS: Brain structure	1	0.4691	2.131741632914091	0.3761623837616238	nervous
GWAS: Coffee consumption	1	0.476	2.100840336134454	0.3776622337766223	behavior
GWAS: Cardiac Troponin-T levels	1	0.4708	2.1240441801189465	0.3777622237776222	cardiovascular
GWAS: Allergic sensitization	1	0.4817	2.075980900975711	0.37996200379962	immune
GWAS: Femoral neck bone mineral density	2	1.3368	1.4961101137043686	0.3834616538346165	skeletal
GWAS: Large artery stroke	1	0.4899	2.0412329046744238	0.3834616538346165	cardiovascular
GWAS: Relative hand skill in reading disability	1	0.4938	2.025111381125962	0.3890610938906109	nervous
GWAS: Red cell distribution width	4	3.1504	1.2696800406297613	0.3903609639036096	hematologic
GWAS: LDL cholesterol	2	1.3502	1.4812620352540364	0.3932606739326067	metabolic
GWAS: Feeling nervous	2	1.3731	1.456558153084262	0.3955604439556044	behavior
GWAS: Cortical amyloid beta load	1	0.5049	1.9805902158843331	0.3965603439656034	nervous
GWAS: Hemoglobin	1	0.5061	1.9758940920766648	0.3968603139686031	hematologic
GWAS: Age at smoking initiation in chronic obstructive pulmonary disease	1	0.5082	1.9677292404565128	0.3992600739926007	respiratory
GWAS: Proteinuria in chronic kidney disease	1	0.5095	1.96270853778214	0.4010598940105989	urinary
GWAS: Chromium levels	1	0.5134	1.9477989871445267	0.4013598640135986	other
GWAS: Self-reported allergy	1	0.5068	1.9731649565903708	0.4024597540245975	immune
GWAS: Preeclampsia	1	0.5135	1.9474196689386565	0.4037596240375962	reproductive
GWAS: Intraocular pressure	11	9.9139	1.1095532535127448	0.4043595640435956	nervous
GWAS: Non-glioblastoma glioma	1	0.5205	1.921229586935639	0.4058594140585941	nervous
GWAS: Urate levels in obese individuals	3	2.3164	1.2951131065446384	0.4064593540645935	metabolic
GWAS: Type 2 diabetes (age of onset)	2	1.4076	1.4208581983518045	0.4073592640735926	metabolic
GWAS: Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)	3	2.3273	1.2890473939758518	0.4101589841015898	skeletal
GWAS: Generalized epilepsy	1	0.5299	1.8871485185884127	0.4134586541345865	nervous
GWAS: Fibrinogen levels	1	0.5312	1.882530120481928	0.4158584141585841	hematologic
GWAS: Eyebrow thickness	1	0.5366	1.8635855385762208	0.4166583341665833	integumentary
GWAS: Hip minimal joint space width	1	0.5432	1.840942562592047	0.4171582841715828	skeletal
GWAS: High light scatter reticulocyte percentage of red cells	3	2.3603	1.2710248697199509	0.41995800419958	metabolic
GWAS: Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)	2	1.432	1.3966480446927374	0.4207579242075792	skeletal
GWAS: Mortality in sepsis	1	0.5448	1.83553597650514	0.420957904209579	other
GWAS: Temperament	1	0.5442	1.8375597206909224	0.4211578842115788	behavior
GWAS: Parkinson's disease	5	4.2885	1.1659088259298125	0.4277572242775722	nervous
GWAS: Fasting blood glucose (BMI interaction)	1	0.5526	1.8096272167933407	0.427957204279572	metabolic
GWAS: Graves' disease	1	0.5558	1.7992083483267365	0.4285571442855714	endocrine
GWAS: Scalp hair shape	1	0.5682	1.7599436818021823	0.4292570742925707	integumentary
GWAS: Diffusing capacity of the lung for carbon monoxide traits	1	0.568	1.7605633802816902	0.4301569843015698	respiratory
GWAS: Protein quantitative trait loci	4	3.3384	1.1981787682722262	0.4301569843015698	other
GWAS: Squamous cell lung carcinoma	3	2.4198	1.239771881973717	0.4320567943205679	respiratory
GWAS: Itch intensity from mosquito bite adjusted by bite size	5	4.31	1.160092807424594	0.4330566943305669	immune
GWAS: Diastolic blood pressure x alcohol consumption interaction (2df test)	2	1.477	1.3540961408259986	0.4338566143385661	cardiovascular
GWAS: Urate levels in overweight individuals	3	2.411	1.244296972210701	0.4361563843615638	metabolic
GWAS: Response to antipsychotic treatment in schizophrenia (working memory)	1	0.5764	1.7349063150589867	0.4373562643735626	other
GWAS: Metabolic syndrome	1	0.5758	1.736714136853074	0.4415558444155584	metabolic
GWAS: Response to cognitive-behavioural therapy in anxiety disorder	1	0.5865	1.7050298380221651	0.441955804419558	other
